Package_Name	Class_Name	Function_Name	Func_Readability
com.aelitis.azureus.activities	VuzeActivitiesConstants	ClassField		0.00330281790643611
com.aelitis.azureus.activities	VuzeActivitiesEntry	VuzeActivitiesEntry		0.00697641872249935
com.aelitis.azureus.activities	VuzeActivitiesEntry	loadFromExternalMap		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	loadFromInternalMap		0.0036231884057971015
com.aelitis.azureus.activities	VuzeActivitiesEntry	loadCommonFromMap		0.09985858585858585
com.aelitis.azureus.activities	VuzeActivitiesEntry	equals		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	compareTo		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setAssetImageURL		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	imageDownloaded		0.565
com.aelitis.azureus.activities	VuzeActivitiesEntry	toDeletedMap		0.041666666666666664
com.aelitis.azureus.activities	VuzeActivitiesEntry	toMap		0.06148670756646217
com.aelitis.azureus.activities	VuzeActivitiesEntry	setTimestamp		0.10700000000000001
com.aelitis.azureus.activities	VuzeActivitiesEntry	setTypeID		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setIconID		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setText		0.13
com.aelitis.azureus.activities	VuzeActivitiesEntry	setID		0.885
com.aelitis.azureus.activities	VuzeActivitiesEntry	setAssetHash		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setDownloadManager		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setImageBytes		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setShowThumb		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setTorrent		0.24333333333333332
com.aelitis.azureus.activities	VuzeActivitiesEntry	setTorrentName		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	createSelectedContentObject		0.025614035087719297
com.aelitis.azureus.activities	VuzeActivitiesEntry	setPlayable		0.62
com.aelitis.azureus.activities	VuzeActivitiesEntry	setReadOn		0.0
com.aelitis.azureus.activities	VuzeActivitiesEntry	setRead		0.435
com.aelitis.azureus.activities	VuzeActivitiesEntry	canFlipRead		0.0
com.aelitis.azureus.activities	Empty_class	Non_in_method		0.020746793100088014
com.aelitis.azureus.activities	VuzeActivitiesManager	initialize		0.016
com.aelitis.azureus.activities	VuzeActivitiesManager	_initialize		0.014545454545454545
com.aelitis.azureus.activities	VuzeActivitiesManager	stopping		0.009929647287649137
com.aelitis.azureus.activities	VuzeActivitiesManager	networkRemoved		0.012222222222222223
com.aelitis.azureus.activities	VuzeActivitiesManager	networkChanged		0.011891891891891892
com.aelitis.azureus.activities	VuzeActivitiesManager	networkAdded		0.0
com.aelitis.azureus.activities	VuzeActivitiesManager	networkAddFailed		0.006440677966101695
com.aelitis.azureus.activities	VuzeActivitiesManager	gotVuzeNewsEntries		0.0
