Package_Name	Class_Name	Function_Name	Func_Readability
net.sf.jasperreports.ant	JRAntCompileTask	ClassField	5.151697010603349E-4
net.sf.jasperreports.ant	JRAntCompileTask	setSrcdir	0.0
net.sf.jasperreports.ant	JRAntCompileTask	setDestdir	0.0
net.sf.jasperreports.ant	JRAntCompileTask	setTempdir	0.0
net.sf.jasperreports.ant	JRAntCompileTask	setKeepjava	0.0
net.sf.jasperreports.ant	JRAntCompileTask	setCompiler	0.615
net.sf.jasperreports.ant	JRAntCompileTask	setXmlvalidation	0.0
net.sf.jasperreports.ant	JRAntCompileTask	execute	2.0076729559748427
net.sf.jasperreports.ant	JRAntCompileTask	scanSrc	0.18458333333333332
net.sf.jasperreports.ant	JRAntCompileTask	scanDir	0.6930124223602485
net.sf.jasperreports.ant	JRAntCompileTask	compile	0.28407944589940287
net.sf.jasperreports.charts.base	JRBaseAreaPlot	JRBaseAreaPlot	0.0
net.sf.jasperreports.charts.base	JRBaseAreaPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseAreaPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	JRBaseBar3DPlot	0.0
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	setXOffset	0.7659375
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	setYOffset	0.7659375
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	setShowLabels	0.7958333333333334
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseBar3DPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseBarPlot	JRBaseBarPlot	0.0
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowTickMarks	0.7855208333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowTickLabels	0.7855208333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowLabels	0.7958333333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseBarPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseBubblePlot	JRBaseBubblePlot	0.0
net.sf.jasperreports.charts.base	JRBaseBubblePlot	setScaleType	0.9203125000000001
net.sf.jasperreports.charts.base	JRBaseBubblePlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseBubblePlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	JRBaseCandlestickPlot	0.0
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	setShowVolume	1.2666666666666666
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	JRBaseCategoryDataset	0.0
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	clone	0.09863636363636363
net.sf.jasperreports.charts.base	JRBaseCategorySeries	JRBaseCategorySeries	0.0
net.sf.jasperreports.charts.base	JRBaseCategorySeries	clone	0.01736
net.sf.jasperreports.charts.base	JRBaseChartAxis	JRBaseChartAxis	0.0
net.sf.jasperreports.charts.base	JRBaseChartAxis	clone	0.24165865384615381
net.sf.jasperreports.charts.base	JRBaseDataRange	JRBaseDataRange	0.0
net.sf.jasperreports.charts.base	JRBaseDataRange	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseDataRange	clone	0.04931818181818182
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	JRBaseHighLowDataset	0.0
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	clone	0.013436532507739938
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	JRBaseHighLowPlot	0.0
